Symbol	FJ.HK.1	FJ.HK.1	FJ.HK.1	FJ.HK.1	FJ.HK.1	FJ.HK.2	FJ.HK.2	FJ.HK.2	FJ.HK.2	FJ.HK.2	FJ.HK.3	FJ.HK.3	FJ.HK.3	FJ.HK.3	FJ.HK.3	FJ.HK.4	FJ.HK.4	FJ.HK.4	FJ.HK.4	FJ.HK.4	FJ.HK.6	FJ.HK.6	FJ.HK.6	FJ.HK.6	FJ.HK.6	FJ.HK.11	FJ.HK.11	FJ.HK.11	FJ.HK.11	FJ.HK.11	FJ.HK.12	FJ.HK.12	FJ.HK.12	FJ.HK.12	FJ.HK.12	FJ.HK.16	FJ.HK.16	FJ.HK.16	FJ.HK.16	FJ.HK.16	FJ.HK.19	FJ.HK.19	FJ.HK.19	FJ.HK.19	FJ.HK.19	FJ.HK.23	FJ.HK.23	FJ.HK.23	FJ.HK.23	FJ.HK.23	FJ.HK.66	FJ.HK.66	FJ.HK.66	FJ.HK.66	FJ.HK.66	FJ.HK.101	FJ.HK.101	FJ.HK.101	FJ.HK.101	FJ.HK.101	FJ.HK.267	FJ.HK.267	FJ.HK.267	FJ.HK.267	FJ.HK.267	FJ.HK.293	FJ.HK.293	FJ.HK.293	FJ.HK.293	FJ.HK.293	FJ.HK.2388	FJ.HK.2388	FJ.HK.2388	FJ.HK.2388	FJ.HK.2388	FJ.HK.5	FJ.HK.5	FJ.HK.5	FJ.HK.5	FJ.HK.5	FJ.HK.144	FJ.HK.144	FJ.HK.144	FJ.HK.144	FJ.HK.144	FJ.HK.883	FJ.HK.883	FJ.HK.883	FJ.HK.883	FJ.HK.883	FJ.HK.941	FJ.HK.941	FJ.HK.941	FJ.HK.941	FJ.HK.941	FJ.HK.1199	FJ.HK.1199	FJ.HK.1199	FJ.HK.1199	FJ.HK.1199	FJ.HK.17	FJ.HK.17	FJ.HK.17	FJ.HK.17	FJ.HK.17	FJ.HK.83	FJ.HK.83	FJ.HK.83	FJ.HK.83	FJ.HK.83	FJ.HK.291	FJ.HK.291	FJ.HK.291	FJ.HK.291	FJ.HK.291	FJ.HK.762	FJ.HK.762	FJ.HK.762	FJ.HK.762	FJ.HK.762	FJ.HK.1088	FJ.HK.1088	FJ.HK.1088	FJ.HK.1088	FJ.HK.1088
2023-05-08	54	54	53	54		59	61	59	61		7	7	7	7		18	18	18	18		46	47	46	47		114	116	114	115		29	29	28	29		111	111	110	110		61	62	61	62		11	11	10	11		40	40	40	40		14	15	14	14		10	11	10	11		7	8	7	7		25	25	25	25		47	47	47	47		12	13	12	13		13	13	13	13		68	70	68	70		5	6	5	6		21	21	21	21		11	11	10	10		57	58	56	57		6	6	6	6		27	28	27	28	
2023-05-09	54	54	53	53		61	61	61	61		7	8	7	8		18	18	18	18		47	47	46	46		115	116	114	115		29	29	28	28		109	110	107	108		62	62	60	60		11	11	10	11		40	40	39	40		14	14	14	14		11	11	10	10		7	8	7	7		25	25	25	25		47	47	47	47		13	13	13	13		13	13	13	13		69	70	68	68		5	6	5	6		21	22	21	21		10	11	10	10		57	57	55	55		6	7	6	6		28	29	28	28	
2023-05-10	53	53	53	53		61	61	60	60		8	8	8	8		18	18	18	18		46	46	46	46		114	115	114	114		28	28	28	28		107	108	105	106		60	61	60	60		11	11	10	11		40	40	39	40		14	14	13	13		10	11	10	10		7	8	7	7		25	25	25	25		47	47	47	47		13	13	12	13		13	13	13	13		68	68	67	68		6	6	6	6		21	21	21	21		10	10	10	10		55	56	54	55		6	6	6	6		28	28	28	28	
2023-05-11	53	53	52	53		60	62	60	62		8	8	8	8		18	18	18	18		46	46	46	46		114	115	113	114		28	28	27	28		106	106	104	105		60	61	59	59		11	11	10	10		40	40	39	40		13	13	13	13		10	10	10	10		7	8	7	8		25	25	25	25		47	47	47	47		13	13	12	12		13	13	13	13		68	68	67	67		6	6	6	6		21	21	20	20		10	10	10	10		54	55	53	54		6	6	6	6		28	28	27	28	
2023-05-12	53	53	52	52		62	62	60	60		8	8	7	7		18	18	17	18		46	46	46	46		114	115	113	113		28	28	27	27		105	105	103	103		59	59	58	58		10	10	10	10		39	39	39	39		13	13	13	13		10	10	10	10		8	8	7	7		25	25	24	25		47	47	47	47		12	12	12	12		13	13	13	13		67	68	66	66		6	6	6	6		20	21	20	20		10	11	10	10		55	55	53	54		6	6	6	6		28	28	27	27	
2023-05-13	53	53	52	52		62	62	60	60		8	8	7	7		18	18	17	18		46	46	46	46		114	115	113	113		28	28	27	27		105	105	103	103		59	59	58	58		10	10	10	10		39	39	39	39		13	13	13	13		10	10	10	10		8	8	7	7		25	25	24	25		47	47	47	47		12	12	12	12		13	13	13	13		67	68	66	66		6	6	6	6		20	21	20	20		10	11	10	10		55	55	53	54		6	6	6	6		28	28	27	27	
2023-05-14	53	53	52	52		62	62	60	60		8	8	7	7		18	18	17	18		46	46	46	46		114	115	113	113		28	28	27	27		105	105	103	103		59	59	58	58		10	10	10	10		39	39	39	39		13	13	13	13		10	10	10	10		8	8	7	7		25	25	24	25		47	47	47	47		12	12	12	12		13	13	13	13		67	68	66	66		6	6	6	6		20	21	20	20		10	11	10	10		55	55	53	54		6	6	6	6		28	28	27	27	
2023-05-15	52	52	52	52		60	61	60	61		7	8	7	7		18	18	17	18		46	47	46	47		112	114	111	114		27	28	27	28		103	106	103	105		58	59	58	58		10	10	10	10		39	39	39	39		13	13	13	13		10	10	10	10		7	8	7	7		25	25	24	25		47	47	47	47		12	13	12	12		13	13	12	13		66	67	65	66		6	6	6	6		20	20	20	20		10	11	10	11		54	57	54	57		6	6	6	6		27	28	27	28	
2023-05-16	53	53	51	52		61	61	61	61		7	8	7	7		18	18	17	17		47	47	47	47		114	114	112	112		28	28	28	28		106	107	105	106		59	59	58	58		10	10	10	10		39	39	39	39		13	13	13	13		10	10	10	10		7	7	7	7		25	25	24	24		47	47	47	47		12	13	12	13		13	13	13	13		66	67	65	66		6	6	5	6		20	20	20	20		11	11	11	11		57	57	55	55		6	6	6	6		28	28	27	28	
2023-05-17	52	52	51	51		61	61	60	60		7	7	7	7		17	17	17	17		46	47	46	46		112	113	111	111		27	28	27	27		106	107	104	104		58	58	56	56		10	10	10	10		39	39	38	38		13	13	12	12		10	10	10	10		7	7	7	7		24	24	24	24		47	47	47	47		13	13	12	12		13	13	13	13		65	65	64	64		6	6	6	6		20	20	19	19		11	11	11	11		55	56	54	54		6	6	6	6		28	28	27	27	
2023-05-18	52	52	51	51		60	60	59	59		7	7	7	7		17	17	17	17		47	47	46	46		111	113	111	112		27	28	27	27		104	105	103	103		56	57	55	56		10	10	10	10		39	39	38	38		13	13	12	13		10	10	10	10		7	7	7	7		24	25	24	24		47	47	47	47		12	13	12	12		13	13	13	13		65	67	65	66		6	6	5	5		20	20	19	19		11	11	10	10		54	54	53	53		6	6	6	6		27	28	27	28	
2023-05-19	51	51	51	51		59	59	59	59		7	7	7	7		17	17	16	17		46	46	46	46		112	113	112	112		27	27	27	27		103	104	102	104		56	57	55	57		10	10	10	10		38	39	38	39		12	12	12	12		10	10	10	10		7	7	7	7		24	24	24	24		47	47	47	47		12	13	12	12		13	13	13	13		66	67	65	66		5	5	5	5		19	20	19	19		10	11	10	10		53	55	52	54		6	6	6	6		28	28	27	28	
2023-05-20	51	51	51	51		59	59	59	59		7	7	7	7		17	17	16	17		46	46	46	46		112	113	112	112		27	27	27	27		103	104	102	104		56	57	55	57		10	10	10	10		38	39	38	39		12	12	12	12		10	10	10	10		7	7	7	7		24	24	24	24		47	47	47	47		12	13	12	12		13	13	13	13		66	67	65	66		5	5	5	5		19	20	19	19		10	11	10	10		53	55	52	54		6	6	6	6		28	28	27	28	
2023-05-21	51	51	51	51		59	59	59	59		7	7	7	7		17	17	16	17		46	46	46	46		112	113	112	112		27	27	27	27		103	104	102	104		56	57	55	57		10	10	10	10		38	39	38	39		12	12	12	12		10	10	10	10		7	7	7	7		24	24	24	24		47	47	47	47		12	13	12	12		13	13	13	13		66	67	65	66		5	5	5	5		19	20	19	19		10	11	10	10		53	55	52	54		6	6	6	6		28	28	27	28	
2023-05-22	51	51	51	51		59	59	58	59		7	7	7	7		17	17	17	17		44	44	43	43		113	113	112	112		27	27	27	27		103	105	103	104		57	57	56	56		10	10	10	10		39	39	38	39		12	13	12	13		10	10	10	10		7	8	7	8		24	25	24	24		47	47	47	47		12	13	12	12		13	13	13	13		67	68	66	67		5	5	5	5		19	20	19	19		10	11	10	10		55	56	53	54		6	6	6	6		28	28	27	28	
2023-05-23	49	49	48	48		59	59	57	57		7	7	7	7		17	17	17	17		43	44	42	42		113	114	112	112		27	28	27	27		104	105	103	103		56	57	55	55		10	10	10	10		39	39	38	39		13	13	13	13		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		13	13	12	12		13	13	13	13		67	68	66	66		5	5	5	5		20	20	19	19		10	11	10	11		54	55	52	53		6	6	6	6		28	28	28	28	
2023-05-24	48	49	48	49		57	58	57	58		7	7	7	7		17	17	17	17		42	43	42	43		113	113	110	111		27	27	27	27		103	103	103	103		55	55	54	54		10	10	10	10		38	39	38	38		13	13	12	12		10	10	10	10		8	8	7	8		24	24	24	24		47	47	47	47		12	12	12	12		13	13	13	13		65	66	65	65		5	5	5	5		19	19	19	19		11	11	10	11		52	52	51	51		6	6	6	6		28	28	27	27	
2023-05-25	48	49	48	48		57	58	57	58		7	7	7	7		17	17	17	17		43	43	42	42		110	111	109	109		27	27	26	26		102	103	100	102		54	54	53	53		10	10	10	10		38	38	38	38		12	12	12	12		9	10	9	10		7	7	7	7		24	24	24	24		47	47	47	47		12	12	12	12		13	13	12	12		64	65	64	64		5	5	5	5		19	19	19	19		10	11	10	11		51	51	49	50		6	6	6	6		27	27	27	27	
2023-05-26	48	49	48	48		57	58	57	58		7	7	7	7		17	17	17	17		43	43	42	42		110	111	109	109		27	27	26	26		102	103	100	102		54	54	53	53		10	10	10	10		38	38	38	38		12	12	12	12		9	10	9	10		7	7	7	7		24	24	24	24		47	47	47	47		12	12	12	12		13	13	12	12		64	65	64	64		5	5	5	5		19	19	19	19		10	11	10	11		51	51	49	50		6	6	6	6		27	27	27	27	
2023-05-27	48	49	48	48		57	58	57	58		7	7	7	7		17	17	17	17		43	43	42	42		110	111	109	109		27	27	26	26		102	103	100	102		54	54	53	53		10	10	10	10		38	38	38	38		12	12	12	12		9	10	9	10		7	7	7	7		24	24	24	24		47	47	47	47		12	12	12	12		13	13	12	12		64	65	64	64		5	5	5	5		19	19	19	19		10	11	10	11		51	51	49	50		6	6	6	6		27	27	27	27	
2023-05-28	48	49	48	48		57	58	57	58		7	7	7	7		17	17	17	17		43	43	42	42		110	111	109	109		27	27	26	26		102	103	100	102		54	54	53	53		10	10	10	10		38	38	38	38		12	12	12	12		9	10	9	10		7	7	7	7		24	24	24	24		47	47	47	47		12	12	12	12		13	13	12	12		64	65	64	64		5	5	5	5		19	19	19	19		10	11	10	11		51	51	49	50		6	6	6	6		27	27	27	27	
2023-05-29	49	49	48	48		58	58	57	57		7	7	7	7		17	17	17	17		42	43	42	43		108	110	108	108		27	27	27	27		102	103	101	102		53	55	53	54		10	10	10	10		37	38	37	37		12	13	12	12		9	10	9	9		7	7	7	7		24	24	24	24		47	47	47	47		12	12	12	12		12	13	12	12		64	66	64	64		5	5	5	5		19	19	19	19		10	11	10	10		50	50	48	49		6	6	6	6		27	27	26	26	
2023-05-30	48	48	48	48		57	58	57	58		7	7	7	7		17	17	17	17		43	43	42	43		109	109	107	108		27	27	26	26		102	103	100	102		54	54	52	53		10	10	10	10		37	37	36	36		13	13	12	13		9	9	9	9		7	7	7	7		24	24	24	24		47	47	47	47		12	12	12	12		12	12	12	12		64	65	63	64		5	5	5	5		19	19	19	19		10	11	10	10		49	50	49	50		6	6	6	6		26	26	26	26	
2023-05-31	48	48	47	47		57	58	57	57		7	7	7	7		17	17	16	16		43	43	42	42		108	108	104	105		26	26	25	25		101	101	99	100		53	53	51	52		10	10	10	10		36	36	36	36		12	13	12	12		9	9	9	9		7	7	7	7		24	24	23	23		47	47	47	47		12	12	11	11		12	12	12	12		63	64	63	64		5	5	5	5		19	19	18	19		10	10	10	10		49	50	49	49		6	6	6	6		26	26	24	25	
2023-06-01	47	47	47	47		57	57	57	57		7	7	7	7		16	17	16	16		42	42	42	42		104	106	104	105		25	25	23	24		99	100	97	99		52	52	51	52		10	10	10	10		36	36	36	36		12	13	12	12		9	9	9	9		7	7	7	7		23	24	23	23		47	47	47	47		11	12	11	12		12	12	12	12		63	64	63	63		5	5	5	5		19	19	18	18		10	10	10	10		49	50	48	48		6	6	6	6		25	25	24	24	
2023-06-02	47	48	47	48		57	57	56	56		7	7	7	7		16	17	16	17		42	42	42	42		105	107	105	107		24	25	24	25		100	103	100	102		53	54	52	54		10	10	10	10		36	37	36	37		12	13	12	13		9	9	9	9		7	7	7	7		23	24	23	24		47	47	47	47		12	12	12	12		12	12	12	12		63	65	63	64		5	5	5	5		18	19	18	19		10	10	10	10		49	51	49	51		6	6	6	6		24	25	24	25	
2023-06-03	47	48	47	48		57	57	56	56		7	7	7	7		16	17	16	17		42	42	42	42		105	107	105	107		24	25	24	25		100	103	100	102		53	54	52	54		10	10	10	10		36	37	36	37		12	13	12	13		9	9	9	9		7	7	7	7		23	24	23	24		47	47	47	47		12	12	12	12		12	12	12	12		63	65	63	64		5	5	5	5		18	19	18	19		10	10	10	10		49	51	49	51		6	6	6	6		24	25	24	25	
2023-06-04	47	48	47	48		57	57	56	56		7	7	7	7		16	17	16	17		42	42	42	42		105	107	105	107		24	25	24	25		100	103	100	102		53	54	52	54		10	10	10	10		36	37	36	37		12	13	12	13		9	9	9	9		7	7	7	7		23	24	23	24		47	47	47	47		12	12	12	12		12	12	12	12		63	65	63	64		5	5	5	5		18	19	18	19		10	10	10	10		49	51	49	51		6	6	6	6		24	25	24	25	
2023-06-05	48	48	48	48		56	57	56	57		7	7	7	7		17	17	17	17		42	43	42	43		107	110	107	110		25	25	25	25		102	104	102	103		54	55	54	55		10	10	10	10		36	37	36	37		13	13	13	13		9	10	9	9		7	7	7	7		24	24	24	24		47	47	47	47		12	12	11	12		12	12	12	12		65	66	64	65		5	5	5	5		19	20	19	20		10	10	10	10		51	51	49	50		6	6	6	6		25	26	25	25	
2023-06-06	48	49	48	48		57	58	57	57		7	7	7	7		17	18	17	18		42	43	42	42		109	110	108	109		25	25	25	25		104	104	102	103		55	56	55	55		10	10	10	10		37	37	37	37		13	13	13	13		9	10	9	10		7	7	7	7		24	24	24	24		47	47	47	47		12	12	12	12		12	12	12	12		65	66	65	66		5	5	5	5		20	20	19	20		10	10	10	10		50	52	50	52		6	6	6	6		25	26	25	26	
2023-06-07	48	49	48	48		58	58	57	57		7	7	7	7		18	18	18	18		43	43	42	42		109	111	109	110		24	24	24	24		103	104	102	103		56	56	54	54		10	10	10	10		37	37	37	37		13	14	13	13		10	10	10	10		7	7	7	7		24	24	24	24		47	47	47	47		12	12	12	12		12	12	12	12		64	65	62	63		5	5	5	5		20	20	20	20		10	10	10	10		53	53	52	52		6	6	6	6		26	26	26	26	
2023-06-08	48	49	48	49		57	57	57	57		7	7	7	7		17	18	17	18		42	43	42	42		111	113	110	112		24	24	24	24		103	103	101	103		54	55	54	54		10	10	10	10		37	37	37	37		13	13	13	13		10	10	10	10		7	8	7	7		24	24	24	24		47	47	47	47		12	12	11	12		12	12	12	12		63	64	63	64		5	5	5	5		20	20	20	20		10	10	10	10		52	52	51	52		6	6	6	6		26	26	26	26	
2023-06-09	49	50	48	49		57	57	56	57		7	7	7	7		18	18	18	18		42	42	42	42		112	113	111	113		24	24	24	24		103	104	102	103		55	55	54	54		10	11	10	10		37	37	37	37		13	13	13	13		10	10	10	10		8	8	8	8		24	25	24	24		47	47	47	47		11	11	11	11		12	12	12	12		64	66	63	65		5	5	5	5		20	20	20	20		10	10	10	10		52	53	52	53		6	6	6	6		26	26	26	26	
2023-06-10	49	50	48	49		57	57	56	57		7	7	7	7		18	18	18	18		42	42	42	42		112	113	111	113		24	24	24	24		103	104	102	103		55	55	54	54		10	11	10	10		37	37	37	37		13	13	13	13		10	10	10	10		8	8	8	8		24	25	24	24		47	47	47	47		11	11	11	11		12	12	12	12		64	66	63	65		5	5	5	5		20	20	20	20		10	10	10	10		52	53	52	53		6	6	6	6		26	26	26	26	
2023-06-11	49	50	48	49		57	57	56	57		7	7	7	7		18	18	18	18		42	42	42	42		112	113	111	113		24	24	24	24		103	104	102	103		55	55	54	54		10	11	10	10		37	37	37	37		13	13	13	13		10	10	10	10		8	8	8	8		24	25	24	24		47	47	47	47		11	11	11	11		12	12	12	12		64	66	63	65		5	5	5	5		20	20	20	20		10	10	10	10		52	53	52	53		6	6	6	6		26	26	26	26	
2023-06-12	49	50	49	50		57	57	57	57		7	7	7	7		18	18	18	18		42	42	42	42		113	113	112	113		24	24	24	24		103	103	102	103		54	55	53	54		10	10	10	10		37	38	37	37		13	13	13	13		10	10	10	10		8	8	7	7		24	24	24	24		47	47	47	47		11	11	11	11		12	12	12	12		65	65	64	64		5	5	5	5		20	20	20	20		10	10	10	10		52	53	52	53		6	6	6	6		26	26	26	26	
2023-06-13	49	49	49	49		57	57	57	57		7	7	7	7		18	18	18	18		42	43	42	42		113	115	113	114		24	24	24	24		103	103	102	103		54	55	54	54		10	10	10	10		37	38	37	37		13	13	13	13		10	10	10	10		7	8	7	7		24	25	24	24		47	47	47	47		11	11	11	11		12	12	11	11		64	64	63	64		5	5	5	5		20	20	20	20		10	10	10	10		53	53	52	52		6	6	6	6		26	26	26	26	
2023-06-14	49	49	49	49		57	57	56	57		7	7	7	7		18	18	18	18		42	42	41	41		114	114	113	113		24	24	23	24		103	103	101	101		55	55	53	54		10	10	10	10		37	37	37	37		13	14	13	13		10	10	10	10		8	8	7	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		64	64	63	63		5	5	5	5		20	20	20	20		10	10	10	10		53	54	52	53		6	6	6	6		26	26	26	26	
2023-06-15	49	50	49	49		57	57	56	56		7	7	7	7		18	18	18	18		41	41	41	41		114	114	112	113		24	24	23	24		101	102	101	102		54	55	53	54		10	10	10	10		37	37	37	37		13	13	13	13		10	10	10	10		8	8	7	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		64	64	63	64		5	5	5	5		20	20	20	20		10	10	10	10		53	54	52	54		6	6	6	6		26	27	26	26	
2023-06-16	49	50	49	49		56	58	56	57		7	7	7	7		18	18	18	18		41	42	41	42		113	114	113	114		24	24	24	24		101	103	101	102		54	55	54	54		10	10	10	10		37	37	37	37		13	13	13	13		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		64	65	64	64		5	5	5	5		20	21	20	21		10	10	10	10		54	55	54	54		6	6	6	6		26	27	26	27	
2023-06-17	49	50	49	49		56	58	56	57		7	7	7	7		18	18	18	18		41	42	41	42		113	114	113	114		24	24	24	24		101	103	101	102		54	55	54	54		10	10	10	10		37	37	37	37		13	13	13	13		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		64	65	64	64		5	5	5	5		20	21	20	21		10	10	10	10		54	55	54	54		6	6	6	6		26	27	26	27	
2023-06-18	49	50	49	49		56	58	56	57		7	7	7	7		18	18	18	18		41	42	41	42		113	114	113	114		24	24	24	24		101	103	101	102		54	55	54	54		10	10	10	10		37	37	37	37		13	13	13	13		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		64	65	64	64		5	5	5	5		20	21	20	21		10	10	10	10		54	55	54	54		6	6	6	6		26	27	26	27	
2023-06-19	49	50	49	49		57	58	57	57		7	7	7	7		18	18	17	18		42	42	42	42		114	115	113	114		24	24	24	24		101	103	101	103		54	54	52	53		10	10	10	10		37	37	37	37		13	13	13	13		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		64	65	64	65		5	5	5	5		21	21	20	20		10	10	10	10		55	55	53	54		6	6	6	6		27	27	27	27	
2023-06-20	49	49	49	49		58	62	58	62		7	7	7	7		18	18	18	18		42	42	41	42		116	116	114	115		24	24	24	24		102	103	101	101		54	54	53	53		10	10	10	10		37	37	37	37		13	13	13	13		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		65	65	64	64		5	5	5	5		20	20	20	20		10	10	10	10		53	54	53	53		6	6	5	5		27	27	26	26	
2023-06-21	49	49	48	49		61	62	61	62		7	7	7	7		18	18	17	17		42	42	41	41		114	116	112	116		24	24	24	24		101	102	100	100		53	54	52	53		10	10	10	10		37	37	36	36		13	13	13	13		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		64	64	63	64		5	5	5	5		20	20	20	20		10	10	9	10		53	53	51	51		5	5	5	5		23	24	23	24	
2023-06-22	49	49	48	49		61	62	61	62		7	7	7	7		18	18	17	17		42	42	41	41		114	116	112	116		24	24	24	24		101	102	100	100		53	54	52	53		10	10	10	10		37	37	36	36		13	13	13	13		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		64	64	63	64		5	5	5	5		20	20	20	20		10	10	9	10		53	53	51	51		5	5	5	5		23	24	23	24	
2023-06-23	49	49	48	48		62	62	61	62		7	7	7	7		17	17	17	17		41	41	41	41		115	115	110	112		24	24	23	23		99	99	97	98		54	54	52	52		10	10	10	10		36	36	36	36		13	13	12	12		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	10	10		11	11	11	11		63	63	62	62		5	5	5	5		20	20	19	20		10	10	9	9		51	51	49	50		5	5	5	5		24	24	23	23	
2023-06-24	49	49	48	48		62	62	61	62		7	7	7	7		17	17	17	17		41	41	41	41		115	115	110	112		24	24	23	23		99	99	97	98		54	54	52	52		10	10	10	10		36	36	36	36		13	13	12	12		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	10	10		11	11	11	11		63	63	62	62		5	5	5	5		20	20	19	20		10	10	9	9		51	51	49	50		5	5	5	5		24	24	23	23	
2023-06-25	49	49	48	48		62	62	61	62		7	7	7	7		17	17	17	17		41	41	41	41		115	115	110	112		24	24	23	23		99	99	97	98		54	54	52	52		10	10	10	10		36	36	36	36		13	13	12	12		10	10	10	10		8	8	8	8		24	24	24	24		47	47	47	47		11	11	10	10		11	11	11	11		63	63	62	62		5	5	5	5		20	20	19	20		10	10	9	9		51	51	49	50		5	5	5	5		24	24	23	23	
2023-06-26	48	48	48	48		62	62	60	60		7	7	7	7		17	18	17	18		41	41	41	41		113	113	110	111		24	24	23	23		97	98	96	97		53	54	52	54		10	10	10	10		36	36	36	36		12	12	12	12		9	9	9	9		8	8	8	8		24	24	24	24		47	47	47	47		11	11	10	11		11	11	11	11		62	64	62	63		5	5	5	5		20	20	20	20		9	10	9	10		51	51	50	50		5	5	5	5		23	23	23	23	
2023-06-27	48	49	48	49		60	61	60	60		7	7	7	7		17	18	17	18		41	41	41	41		111	112	110	111		23	24	23	23		97	99	97	98		54	56	54	56		10	10	10	10		36	36	36	36		12	12	12	12		9	9	9	9		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		63	64	63	64		5	5	5	5		21	22	20	20		10	10	10	10		51	52	50	51		5	5	5	5		23	23	23	23	
2023-06-28	48	49	48	49		60	61	60	61		7	7	7	7		18	19	18	19		41	42	41	42		111	112	111	111		23	24	23	24		98	99	97	99		56	59	56	58		10	10	10	10		36	37	36	37		12	12	12	12		9	9	9	9		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		63	64	63	64		5	5	5	5		20	20	19	19		10	10	9	10		51	51	50	51		5	5	5	5		23	24	23	24	
2023-06-29	49	49	47	48		61	62	60	61		7	7	7	7		18	18	18	18		41	42	41	41		111	112	109	110		23	24	23	23		100	100	97	98		62	63	59	60		10	10	10	10		37	37	36	36		12	12	12	12		9	9	9	9		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		63	64	63	63		5	5	5	5		19	20	19	19		10	10	9	9		51	51	49	50		5	5	5	5		24	24	23	24	
2023-06-30	48	48	48	48		61	61	60	61		7	7	7	7		18	19	18	19		41	41	41	41		111	113	110	112		23	24	23	23		98	99	98	99		60	60	59	60		10	11	10	11		36	36	36	36		12	12	12	12		9	9	9	9		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		63	65	63	64		5	5	5	5		19	20	19	19		9	10	9	10		49	52	49	52		5	5	5	5		24	24	24	24	
2023-07-01	48	48	48	48		61	61	60	61		7	7	7	7		18	19	18	19		41	41	41	41		111	113	110	112		23	24	23	23		98	99	98	99		60	60	59	60		10	11	10	11		36	36	36	36		12	12	12	12		9	9	9	9		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		63	65	63	64		5	5	5	5		19	20	19	19		9	10	9	10		49	52	49	52		5	5	5	5		24	24	24	24	
2023-07-02	48	48	48	48		61	61	60	61		7	7	7	7		18	19	18	19		41	41	41	41		111	113	110	112		23	24	23	23		98	99	98	99		60	60	59	60		10	11	10	11		36	36	36	36		12	12	12	12		9	9	9	9		8	8	8	8		24	24	24	24		47	47	47	47		11	11	11	11		11	11	11	11		63	65	63	64		5	5	5	5		19	20	19	19		9	10	9	10		49	52	49	52		5	5	5	5		24	24	24	24	
2023-07-03	48	48	48	48		61	61	61	61		7	7	7	7		19	19	19	19		41	41	41	41		112	112	110	111		24	24	23	24		98	99	98	99		60	61	60	61		11	11	11	11		36	36	36	36		12	12	12	12		9	10	9	10		8	8	8	8		23	23	23	23		47	47	47	47		11	11	11	11		11	12	11	11		64	65	64	65		5	5	5	5		19	20	19	20		10	10	10	10		52	53	52	52		5	5	5	5		24	24	24	24	
2023-07-04	48	48	48	48		61	61	61	61		7	7	7	7		19	19	19	19		41	41	41	41		112	112	111	111		24	24	23	24		98	100	98	99		61	61	60	61		11	11	11	11		36	36	36	36		12	12	12	12		10	10	9	9		8	8	8	8		23	23	23	23		47	47	47	47		11	11	11	11		12	12	11	12		64	65	64	65		5	5	5	5		20	20	19	19		10	10	10	10		52	53	52	52		5	5	5	5		24	25	24	24	
2023-07-05	48	48	48	48		61	61	60	60		7	7	7	7		18	19	18	19		41	41	41	41		111	112	110	110		23	24	23	23		100	100	99	99		60	61	60	61		11	11	11	11		36	36	36	36		12	12	12	12		9	9	9	9		8	8	8	8		23	23	23	23		47	47	47	47		11	11	11	11		12	12	12	12		65	65	64	65		5	5	5	5		19	20	19	19		10	10	10	10		52	52	50	50		5	5	5	5		24	24	24	24	
2023-07-06	47	48	46	46		60	61	59	60		7	7	7	7		19	19	18	19		41	41	40	40		110	110	108	109		23	24	23	23		99	99	97	97		61	61	60	60		11	11	10	11		36	36	35	35		12	12	11	12		9	9	9	9		8	8	8	8		23	23	22	22		47	47	47	47		11	11	11	11		12	12	12	12		64	65	64	64		5	5	5	5		19	19	19	19		10	10	9	9		50	50	47	48		5	5	5	5		24	24	24	24	
2023-07-07	46	47	46	46		60	60	59	59		7	7	6	6		19	19	18	19		40	40	40	40		109	109	106	107		23	23	23	23		97	97	95	95		60	61	59	60		11	11	10	11		35	35	35	35		12	12	11	12		9	9	8	9		8	8	8	8		22	23	22	22		47	47	47	47		11	11	11	11		12	12	11	12		64	64	63	63		5	5	5	5		19	19	19	19		9	9	9	9		48	48	47	48		5	5	5	5		24	24	24	24	
