Symbol,I.GDAXI,I.GDAXI,I.GDAXI,I.GDAXI
2018-05-08,"12,924.23","12,933.67","12,855.09","12,912.21"
2018-05-09,"12,917.82","12,962.52","12,890.38","12,943.06"
2018-05-10,"12,975.09","13,034.21","12,928.51","13,022.87"
2018-05-11,"13,023.00","13,033.30","12,964.00","13,001.24"
2018-05-12,"13,023.00","13,033.30","12,964.00","13,001.24"
2018-05-13,"13,023.00","13,033.30","12,964.00","13,001.24"
2018-05-14,"13,009.83","13,015.10","12,927.24","12,977.71"
2018-05-15,"12,947.97","13,006.34","12,918.29","12,970.04"
2018-05-16,"12,983.49","13,030.76","12,960.53","12,996.33"
2018-05-17,"12,985.14","13,114.63","12,981.89","13,114.61"
2018-05-18,"13,115.63","13,133.19","13,051.13","13,077.72"
2018-05-19,"13,115.63","13,133.19","13,051.13","13,077.72"
2018-05-20,"13,115.63","13,133.19","13,051.13","13,077.72"
2018-05-21,"13,115.63","13,133.19","13,051.13","13,077.72"
2018-05-22,"13,132.56","13,204.31","13,061.77","13,169.92"
2018-05-23,"13,138.83","13,148.05","12,929.90","12,976.84"
2018-05-24,"12,955.94","13,006.44","12,801.82","12,855.09"
2018-05-25,"12,917.15","13,002.47","12,852.17","12,938.01"
2018-05-26,"12,917.15","13,002.47","12,852.17","12,938.01"
2018-05-27,"12,917.15","13,002.47","12,852.17","12,938.01"
2018-05-28,"13,016.55","13,040.63","12,828.26","12,863.46"
2018-05-29,"12,786.15","12,803.29","12,608.70","12,666.51"
2018-05-30,"12,693.33","12,783.76","12,663.37","12,783.76"
2018-05-31,"12,796.16","12,803.60","12,547.61","12,604.89"
2018-06-01,"12,678.07","12,800.45","12,660.79","12,724.27"
2018-06-02,"12,678.07","12,800.45","12,660.79","12,724.27"
2018-06-03,"12,678.07","12,800.45","12,660.79","12,724.27"
2018-06-04,"12,839.44","12,846.26","12,714.03","12,770.75"
2018-06-05,"12,766.16","12,925.24","12,753.30","12,787.13"
2018-06-06,"12,813.39","12,872.90","12,729.23","12,830.07"
2018-06-07,"12,877.85","12,914.85","12,760.54","12,811.05"
2018-06-08,"12,668.77","12,795.64","12,610.68","12,766.55"
2018-06-09,"12,668.77","12,795.64","12,610.68","12,766.55"
2018-06-10,"12,668.77","12,795.64","12,610.68","12,766.55"
2018-06-11,"12,816.32","12,861.95","12,751.66","12,842.91"
2018-06-12,"12,924.03","12,948.52","12,816.07","12,842.30"
2018-06-13,"12,857.16","12,905.67","12,781.23","12,890.58"
2018-06-14,"12,806.07","13,135.97","12,800.66","13,107.10"
2018-06-15,"13,115.85","13,170.05","13,010.54","13,010.55"
2018-06-16,"13,115.85","13,170.05","13,010.54","13,010.55"
2018-06-17,"13,115.85","13,170.05","13,010.54","13,010.55"
2018-06-18,"12,945.53","12,982.92","12,784.48","12,834.11"
2018-06-19,"12,647.07","12,708.71","12,594.51","12,677.97"
2018-06-20,"12,731.66","12,760.20","12,670.78","12,695.16"
2018-06-21,"12,699.71","12,719.45","12,472.98","12,511.91"
2018-06-22,"12,507.72","12,579.72","12,486.26","12,579.72"
2018-06-23,"12,507.72","12,579.72","12,486.26","12,579.72"
2018-06-24,"12,507.72","12,579.72","12,486.26","12,579.72"
2018-06-25,"12,497.48","12,518.89","12,270.33","12,270.33"
2018-06-26,"12,333.44","12,355.86","12,188.50","12,234.34"
2018-06-27,"12,247.75","12,439.91","12,124.87","12,348.61"
2018-06-28,"12,289.81","12,375.37","12,104.41","12,177.23"
2018-06-29,"12,322.64","12,382.87","12,260.91","12,306.00"
2018-06-30,"12,322.64","12,382.87","12,260.91","12,306.00"
2018-07-01,"12,322.64","12,382.87","12,260.91","12,306.00"
2018-07-02,"12,147.94","12,301.93","12,132.72","12,238.17"
2018-07-03,"12,321.07","12,428.14","12,278.39","12,349.14"
2018-07-04,"12,323.75","12,350.68","12,284.56","12,317.61"
2018-07-05,"12,363.05","12,516.51","12,361.86","12,464.29"
2018-07-06,"12,506.27","12,508.08","12,426.40","12,496.17"
2018-07-07,"12,506.27","12,508.08","12,426.40","12,496.17"
2018-07-08,"12,506.27","12,508.08","12,426.40","12,496.17"
2018-07-09,"12,541.74","12,559.97","12,490.40","12,543.89"
2018-07-10,"12,580.31","12,639.79","12,530.71","12,609.85"
2018-07-11,"12,506.99","12,514.75","12,398.47","12,417.13"
2018-07-12,"12,464.06","12,505.20","12,408.63","12,492.97"
2018-07-13,"12,549.23","12,583.79","12,499.30","12,540.73"
2018-07-14,"12,549.23","12,583.79","12,499.30","12,540.73"
2018-07-15,"12,549.23","12,583.79","12,499.30","12,540.73"
2018-07-16,"12,530.98","12,604.24","12,506.99","12,561.02"
2018-07-17,"12,566.97","12,688.50","12,522.05","12,661.54"
2018-07-18,"12,728.41","12,778.96","12,715.52","12,765.94"
2018-07-19,"12,740.68","12,759.42","12,658.37","12,686.29"
2018-07-20,"12,664.45","12,706.84","12,469.50","12,561.42"
2018-07-21,"12,664.45","12,706.84","12,469.50","12,561.42"
2018-07-22,"12,664.45","12,706.84","12,469.50","12,561.42"
2018-07-23,"12,510.23","12,565.12","12,489.33","12,548.57"
2018-07-24,"12,590.79","12,755.27","12,585.91","12,689.39"
2018-07-25,"12,685.68","12,695.12","12,538.12","12,579.33"
2018-07-26,"12,732.88","12,827.71","12,701.56","12,809.23"
2018-07-27,"12,825.75","12,886.83","12,815.12","12,860.40"
2018-07-28,"12,825.75","12,886.83","12,815.12","12,860.40"
2018-07-29,"12,825.75","12,886.83","12,815.12","12,860.40"
2018-07-30,"12,822.87","12,848.95","12,798.20","12,798.20"
2018-07-31,"12,809.74","12,860.59","12,739.83","12,805.50"
2018-08-01,"12,826.70","12,833.11","12,706.34","12,737.05"
2018-08-02,"12,617.63","12,619.60","12,493.20","12,546.33"
2018-08-03,"12,572.61","12,644.52","12,561.62","12,615.76"
2018-08-04,"12,572.61","12,644.52","12,561.62","12,615.76"
2018-08-05,"12,572.61","12,644.52","12,561.62","12,615.76"
2018-08-06,"12,631.40","12,715.78","12,538.35","12,598.21"
2018-08-07,"12,656.87","12,738.53","12,646.16","12,648.19"
2018-08-08,"12,622.98","12,704.58","12,586.23","12,633.54"
2018-08-09,"12,623.14","12,696.52","12,577.34","12,676.11"
2018-08-10,"12,574.20","12,585.83","12,390.40","12,424.35"
2018-08-11,"12,574.20","12,585.83","12,390.40","12,424.35"
2018-08-12,"12,574.20","12,585.83","12,390.40","12,424.35"
2018-08-13,"12,346.75","12,396.86","12,323.20","12,358.74"
2018-08-14,"12,444.63","12,461.82","12,294.90","12,358.87"
2018-08-15,"12,400.27","12,428.56","12,120.65","12,163.01"
2018-08-16,"12,202.13","12,251.40","12,168.92","12,237.17"
2018-08-17,"12,242.06","12,244.67","12,135.64","12,210.55"
2018-08-18,"12,242.06","12,244.67","12,135.64","12,210.55"
2018-08-19,"12,242.06","12,244.67","12,135.64","12,210.55"
2018-08-20,"12,263.01","12,373.36","12,245.56","12,331.30"
2018-08-21,"12,320.56","12,432.66","12,316.35","12,384.49"
2018-08-22,"12,355.53","12,438.66","12,345.32","12,385.70"
2018-08-23,"12,367.48","12,411.01","12,353.55","12,365.58"
2018-08-24,"12,396.69","12,444.35","12,344.45","12,394.52"
2018-08-25,"12,396.69","12,444.35","12,344.45","12,394.52"
2018-08-26,"12,396.69","12,444.35","12,344.45","12,394.52"
2018-08-27,"12,462.75","12,562.37","12,429.34","12,538.31"
2018-08-28,"12,578.65","12,597.02","12,527.42","12,527.42"
2018-08-29,"12,553.86","12,569.06","12,499.53","12,561.68"
2018-08-30,"12,516.55","12,529.30","12,400.12","12,494.24"
2018-08-31,"12,418.26","12,426.86","12,348.91","12,364.06"
2018-09-01,"12,418.26","12,426.86","12,348.91","12,364.06"
2018-09-02,"12,418.26","12,426.86","12,348.91","12,364.06"
2018-09-03,"12,338.36","12,358.17","12,300.47","12,346.41"
2018-09-04,"12,389.46","12,402.87","12,162.71","12,210.21"
2018-09-05,"12,161.65","12,167.36","12,035.76","12,040.46"
2018-09-06,"11,995.81","12,091.98","11,944.50","11,955.25"
2018-09-07,"11,960.10","11,990.81","11,888.57","11,959.63"
2018-09-08,"11,960.10","11,990.81","11,888.57","11,959.63"
2018-09-09,"11,960.10","11,990.81","11,888.57","11,959.63"
2018-09-10,"11,950.55","12,039.22","11,930.30","11,986.34"
2018-09-11,"12,013.01","12,017.73","11,865.47","11,970.27"
2018-09-12,"11,989.27","12,046.66","11,952.49","12,032.30"
2018-09-13,"12,036.79","12,129.81","12,017.41","12,055.55"
2018-09-14,"12,109.37","12,134.54","12,075.58","12,124.33"
2018-09-15,"12,109.37","12,134.54","12,075.58","12,124.33"
2018-09-16,"12,109.37","12,134.54","12,075.58","12,124.33"
2018-09-17,"12,056.38","12,123.09","12,040.80","12,096.41"
2018-09-18,"12,097.19","12,184.41","12,064.41","12,157.67"
2018-09-19,"12,168.20","12,241.14","12,165.08","12,219.02"
2018-09-20,"12,210.95","12,354.38","12,210.57","12,326.48"
2018-09-21,"12,402.72","12,458.30","12,373.95","12,430.88"
2018-09-22,"12,402.72","12,458.30","12,373.95","12,430.88"
2018-09-23,"12,402.72","12,458.30","12,373.95","12,430.88"
2018-09-24,"12,383.42","12,409.96","12,349.30","12,350.82"
2018-09-25,"12,341.85","12,416.87","12,322.19","12,374.66"
2018-09-26,"12,395.20","12,395.92","12,329.52","12,385.89"
2018-09-27,"12,329.40","12,456.69","12,272.65","12,435.59"
2018-09-28,"12,381.36","12,394.16","12,190.57","12,246.73"
2018-09-29,"12,381.36","12,394.16","12,190.57","12,246.73"
2018-09-30,"12,381.36","12,394.16","12,190.57","12,246.73"
2018-10-01,"12,265.89","12,373.29","12,263.10","12,339.03"
2018-10-02,"12,229.07","12,310.76","12,203.60","12,287.58"
2018-10-03,"12,229.07","12,310.76","12,203.60","12,287.58"
2018-10-04,"12,275.07","12,348.86","12,174.69","12,244.14"
2018-10-05,"12,236.29","12,245.41","12,103.55","12,111.90"
2018-10-06,"12,236.29","12,245.41","12,103.55","12,111.90"
2018-10-07,"12,236.29","12,245.41","12,103.55","12,111.90"
2018-10-08,"12,044.96","12,072.27","11,938.80","11,947.16"
2018-10-09,"11,963.63","11,998.64","11,803.19","11,977.22"
2018-10-10,"11,976.70","11,978.80","11,712.27","11,712.50"
2018-10-11,"11,558.98","11,700.50","11,518.56","11,539.35"
2018-10-12,"11,691.47","11,693.84","11,514.55","11,523.81"
2018-10-13,"11,691.47","11,693.84","11,514.55","11,523.81"
2018-10-14,"11,691.47","11,693.84","11,514.55","11,523.81"
2018-10-15,"11,523.81","11,625.02","11,459.08","11,614.16"
2018-10-16,"11,637.62","11,790.15","11,606.97","11,776.55"
2018-10-17,"11,811.47","11,847.79","11,669.96","11,715.03"
2018-10-18,"11,695.19","11,791.22","11,586.32","11,589.21"
2018-10-19,"11,578.85","11,617.28","11,498.69","11,553.83"
2018-10-20,"11,578.85","11,617.28","11,498.69","11,553.83"
2018-10-21,"11,578.85","11,617.28","11,498.69","11,553.83"
2018-10-22,"11,665.68","11,677.45","11,497.09","11,524.34"
2018-10-23,"11,367.57","11,394.21","11,228.50","11,274.28"
2018-10-24,"11,298.65","11,391.94","11,166.84","11,191.63"
2018-10-25,"11,098.68","11,324.92","11,078.37","11,307.12"
2018-10-26,"11,180.96","11,205.83","11,051.04","11,200.62"
2018-10-27,"11,180.96","11,205.83","11,051.04","11,200.62"
2018-10-28,"11,180.96","11,205.83","11,051.04","11,200.62"
2018-10-29,"11,270.67","11,444.86","11,218.92","11,335.48"
2018-10-30,"11,391.78","11,394.37","11,212.58","11,287.39"
2018-10-31,"11,417.09","11,499.38","11,391.64","11,447.51"
2018-11-01,"11,419.61","11,575.43","11,416.36","11,468.54"
2018-11-02,"11,636.37","11,689.96","11,518.87","11,518.99"
2018-11-03,"11,636.37","11,689.96","11,518.87","11,518.99"
2018-11-04,"11,636.37","11,689.96","11,518.87","11,518.99"
2018-11-05,"11,522.33","11,555.97","11,479.19","11,494.96"
2018-11-06,"11,518.17","11,528.52","11,436.53","11,484.34"
2018-11-07,"11,542.09","11,634.81","11,532.34","11,579.10"
2018-11-08,"11,629.00","11,648.79","11,503.36","11,527.32"
2018-11-09,"11,489.19","11,549.06","11,418.35","11,529.16"
2018-11-10,"11,489.19","11,549.06","11,418.35","11,529.16"
2018-11-11,"11,489.19","11,549.06","11,418.35","11,529.16"
2018-11-12,"11,591.59","11,598.51","11,310.72","11,325.44"
2018-11-13,"11,374.11","11,495.69","11,349.94","11,472.22"
2018-11-14,"11,394.75","11,566.79","11,314.60","11,412.53"
2018-11-15,"11,447.84","11,500.66","11,254.92","11,353.67"
2018-11-16,"11,425.80","11,448.56","11,233.21","11,341.00"
2018-11-17,"11,425.80","11,448.56","11,233.21","11,341.00"
2018-11-18,"11,425.80","11,448.56","11,233.21","11,341.00"
2018-11-19,"11,384.00","11,419.55","11,231.59","11,244.54"
2018-11-20,"11,157.65","11,187.16","11,009.25","11,066.41"
2018-11-21,"11,138.25","11,257.83","11,113.34","11,244.17"
2018-11-22,"11,216.29","11,221.77","11,119.04","11,138.49"
2018-11-23,"11,146.55","11,205.99","11,093.52","11,192.69"
2018-11-24,"11,146.55","11,205.99","11,093.52","11,192.69"
2018-11-25,"11,146.55","11,205.99","11,093.52","11,192.69"
2018-11-26,"11,315.90","11,390.93","11,301.82","11,354.72"
2018-11-27,"11,380.79","11,400.05","11,264.65","11,309.11"
2018-11-28,"11,355.80","11,358.80","11,279.46","11,298.88"
2018-11-29,"11,377.21","11,403.72","11,275.70","11,298.23"
2018-11-30,"11,311.66","11,315.30","11,208.60","11,257.24"
2018-12-01,"11,311.66","11,315.30","11,208.60","11,257.24"
2018-12-02,"11,311.66","11,315.30","11,208.60","11,257.24"
2018-12-03,"11,534.75","11,566.97","11,457.61","11,465.46"
2018-12-04,"11,429.82","11,442.19","11,330.44","11,335.32"
2018-12-05,"11,204.32","11,266.28","11,177.15","11,200.24"
2018-12-06,"11,053.58","11,063.44","10,762.41","10,810.98"
2018-12-07,"10,876.34","10,927.37","10,788.09","10,788.09"
2018-12-08,"10,876.34","10,927.37","10,788.09","10,788.09"
2018-12-09,"10,876.34","10,927.37","10,788.09","10,788.09"
2018-12-10,"10,726.17","10,757.73","10,585.77","10,622.07"
2018-12-11,"10,711.40","10,884.62","10,684.62","10,780.51"
2018-12-12,"10,832.04","10,971.12","10,815.51","10,929.43"
2018-12-13,"10,978.68","10,988.77","10,887.26","10,924.70"
2018-12-14,"10,809.58","10,903.39","10,733.75","10,865.77"
2018-12-15,"10,809.58","10,903.39","10,733.75","10,865.77"
2018-12-16,"10,809.58","10,903.39","10,733.75","10,865.77"
2018-12-17,"10,852.99","10,886.80","10,700.62","10,772.20"
2018-12-18,"10,744.28","10,841.42","10,714.97","10,740.89"
2018-12-19,"10,777.42","10,831.44","10,749.55","10,766.21"
2018-12-20,"10,621.18","10,686.37","10,563.44","10,611.10"
2018-12-21,"10,573.08","10,654.66","10,512.64","10,633.82"
2018-12-22,"10,573.08","10,654.66","10,512.64","10,633.82"
2018-12-23,"10,573.08","10,654.66","10,512.64","10,633.82"
2018-12-24,"10,573.08","10,654.66","10,512.64","10,633.82"
2018-12-25,"10,573.08","10,654.66","10,512.64","10,633.82"
2018-12-26,"10,573.08","10,654.66","10,512.64","10,633.82"
2018-12-27,"10,607.42","10,635.45","10,279.20","10,381.51"
2018-12-28,"10,452.02","10,586.80","10,431.38","10,558.96"
2018-12-29,"10,452.02","10,586.80","10,431.38","10,558.96"
2018-12-30,"10,452.02","10,586.80","10,431.38","10,558.96"
2018-12-31,"10,452.02","10,586.80","10,431.38","10,558.96"
2019-01-01,"10,452.02","10,586.80","10,431.38","10,558.96"
2019-01-02,"10,477.77","10,612.72","10,386.97","10,580.19"
2019-01-03,"10,467.11","10,538.66","10,400.11","10,416.66"
2019-01-04,"10,533.94","10,786.34","10,483.90","10,767.69"
2019-01-05,"10,533.94","10,786.34","10,483.90","10,767.69"
2019-01-06,"10,533.94","10,786.34","10,483.90","10,767.69"
2019-01-07,"10,814.39","10,814.47","10,681.27","10,747.81"
2019-01-08,"10,750.19","10,910.71","10,745.03","10,803.98"
2019-01-09,"10,884.75","10,961.92","10,839.09","10,893.32"
2019-01-10,"10,843.89","10,927.13","10,788.05","10,921.59"
2019-01-11,"10,949.13","10,959.00","10,829.92","10,887.46"
2019-01-12,"10,949.13","10,959.00","10,829.92","10,887.46"
2019-01-13,"10,949.13","10,959.00","10,829.92","10,887.46"
2019-01-14,"10,820.85","10,886.23","10,786.75","10,855.91"
2019-01-15,"10,962.95","10,994.83","10,812.59","10,891.79"
2019-01-16,"10,940.36","10,947.87","10,866.39","10,931.24"
2019-01-17,"10,852.50","10,929.30","10,822.25","10,918.62"
2019-01-18,"11,001.31","11,216.82","10,993.83","11,205.54"
2019-01-19,"11,001.31","11,216.82","10,993.83","11,205.54"
2019-01-20,"11,001.31","11,216.82","10,993.83","11,205.54"
2019-01-21,"11,176.12","11,179.91","11,125.53","11,136.20"
2019-01-22,"11,076.98","11,142.22","11,034.55","11,090.11"
2019-01-23,"11,043.64","11,135.75","11,007.21","11,071.54"
2019-01-24,"11,045.64","11,149.32","11,032.53","11,130.18"
2019-01-25,"11,234.05","11,321.62","11,218.35","11,281.79"
2019-01-26,"11,234.05","11,321.62","11,218.35","11,281.79"
2019-01-27,"11,234.05","11,321.62","11,218.35","11,281.79"
2019-01-28,"11,233.16","11,275.21","11,196.42","11,210.31"
2019-01-29,"11,191.52","11,276.28","11,159.17","11,218.83"
2019-01-30,"11,210.68","11,215.21","11,132.38","11,181.66"
2019-01-31,"11,257.92","11,311.37","11,051.11","11,173.10"
2019-02-01,"11,198.46","11,218.51","11,116.08","11,180.66"
2019-02-02,"11,198.46","11,218.51","11,116.08","11,180.66"
2019-02-03,"11,198.46","11,218.51","11,116.08","11,180.66"
2019-02-04,"11,180.42","11,209.31","11,100.34","11,176.58"
2019-02-05,"11,178.75","11,371.74","11,177.70","11,367.98"
2019-02-06,"11,337.54","11,347.94","11,297.42","11,324.72"
2019-02-07,"11,262.97","11,286.46","11,022.02","11,022.02"
2019-02-08,"10,991.79","11,045.41","10,863.56","10,906.78"
2019-02-09,"10,991.79","11,045.41","10,863.56","10,906.78"
2019-02-10,"10,991.79","11,045.41","10,863.56","10,906.78"
2019-02-11,"10,955.83","11,041.95","10,944.58","11,014.59"
2019-02-12,"11,123.43","11,164.38","11,116.86","11,126.08"
2019-02-13,"11,174.85","11,217.30","11,125.59","11,167.22"
2019-02-14,"11,257.80","11,260.55","11,077.78","11,089.79"
2019-02-15,"11,044.80","11,323.05","11,018.95","11,299.80"
2019-02-16,"11,044.80","11,323.05","11,018.95","11,299.80"
2019-02-17,"11,044.80","11,323.05","11,018.95","11,299.80"
2019-02-18,"11,287.74","11,318.19","11,256.27","11,299.20"
2019-02-19,"11,280.73","11,371.44","11,244.52","11,309.21"
2019-02-20,"11,338.74","11,437.47","11,318.74","11,401.97"
2019-02-21,"11,448.65","11,454.44","11,392.27","11,423.28"
2019-02-22,"11,422.62","11,504.71","11,420.74","11,457.70"
2019-02-23,"11,422.62","11,504.71","11,420.74","11,457.70"
2019-02-24,"11,422.62","11,504.71","11,420.74","11,457.70"
